sentence_id,lemma,form,voice,case_pattern,argument_count,arguments
47673,παραλαμβάνω,παραλαμβάνει,active,INTR,0,[]
47673,δείκνυμι,δείκνυσιν,active,INTR,0,[]
47673,λέγω,εἶπεν,active,INTR,0,[]
47674,δίδωμι,δώσω,active,INTR,0,[]
47674,πίπτω,πεσὼν,active,INTR,0,[]
47674,προσκυνέω,προσκυνήσῃς,active,INTR,0,[]
14740,λέγω,λέγει,active,INTR,0,[]
14741,ὑπάγω,ὕπαγε,active,INTR,0,[]
47675,γράφω,γέγραπται,passive,INTR,0,[]
47676,προσκυνέω,προσκυνήσεις,active,INTR,0,[]
47676,λατρεύω,λατρεύσεις,active,INTR,0,[]
14743,ἀφίημι,ἀφίησιν,active,INTR,0,[]
14743,προσέρχομαι,προσῆλθον,active,INTR,0,[]
14743,διακονέω,διηκόνουν,active,INTR,0,[]
14744,ἀκούω,ἀκούσας,active,INTR,0,[]
14744,παραδίδωμι,παρεδόθη,passive,INTR,0,[]
14744,ἀναχωρέω,ἀνεχώρησεν,active,INTR,0,[]
14745,καταλείπω,καταλιπὼν,active,INTR,0,[]
14745,ἔρχομαι,ἐλθὼν,active,INTR,0,[]
14745,κατοικέω,κατῴκησεν,active,INTR,0,[]
14745,πληρόω,πληρωθῇ,passive,INTR,0,[]
14745,λέγω,ῥηθὲν,passive,INTR,0,[]
14745,λέγω,λέγοντος,active,INTR,0,[]
14746,κάθημαι,καθήμενος,middle,INTR,0,[]
14746,ὁράω,εἶδεν,active,INTR,0,[]
14746,κάθημαι,καθημένοις,middle,INTR,0,[]
14746,ἀνατέλλω,ἀνέτειλεν,active,INTR,0,[]
47677,ἄρχω,ἤρξατο,middle,INTR,0,[]
47677,κηρύσσω,κηρύσσειν,active,INTR,0,[]
47677,λέγω,λέγειν,active,INTR,0,[]
47678,μετανοέω,μετανοεῖτε,active,INTR,0,[]
47679,ἐγγίζω,ἤγγικεν,active,INTR,0,[]
14748,περιπατέω,Περιπατῶν,active,INTR,0,[]
14748,ὁράω,εἶδεν,active,INTR,0,[]
14748,λέγω,λεγόμενον,passive,INTR,0,[]
14748,βάλλω,βάλλοντας,active,INTR,0,[]
14749,εἰμί#1,ἦσαν,active,INTR,0,[]
47680,λέγω,λέγει,active,INTR,0,[]
47681,ποιέω,ποιήσω,active,INTR,0,[]
14751,ἀφίημι,ἀφέντες,active,INTR,0,[]
14751,ἀκολουθέω,ἠκολούθησαν,active,INTR,0,[]
14752,προβαίνω,προβὰς,active,INTR,0,[]
14752,ὁράω,εἶδεν,active,INTR,0,[]
14752,καταρτίζω,καταρτίζοντας,active,INTR,0,[]
14753,καλέω,ἐκάλεσεν,active,INTR,0,[]
14754,ἀφίημι,ἀφέντες,active,INTR,0,[]
14754,ἀκολουθέω,ἠκολούθησαν,active,INTR,0,[]
14755,περιάγω,περιῆγεν,active,INTR,0,[]
14755,διδάσκω,διδάσκων,active,INTR,0,[]
14755,κηρύσσω,κηρύσσων,active,INTR,0,[]
14755,θεραπεύω,θεραπεύων,active,INTR,0,[]
14756,ἀπέρχομαι,ἀπῆλθεν,active,INTR,0,[]
14757,προσφέρω,προσήνεγκαν,active,INTR,0,[]
14757,ἔχω,ἔχοντας,active,INTR,0,[]
14757,συνέχω,συνεχομένους,passive,INTR,0,[]
14757,δαιμονίζομαι,δαιμονιζομένους,middle,INTR,0,[]
14757,σεληνιάζομαι,σεληνιαζομένους,middle,INTR,0,[]
14757,θεραπεύω,ἐθεράπευσεν,active,INTR,0,[]
14758,ἀκολουθέω,ἠκολούθησαν,active,INTR,0,[]
14759,ὁράω,Ἰδὼν,active,INTR,0,[]
14759,ἀναβαίνω,ἀνέβη,active,INTR,0,[]
14760,καθίζω,καθίσαντος,active,INTR,0,[]
14760,προσέρχομαι,προσῆλθαν,active,INTR,0,[]
47682,ἀνοίγνυμι,ἀνοίξας,active,INTR,0,[]
47682,διδάσκω,ἐδίδασκεν,active,INTR,0,[]
47682,λέγω,λέγων,active,INTR,0,[]
47683,εἰμί#1,ἐστιν,active,INTR,0,[]
14762,κληρονομέω,κληρονομήσουσιν,active,INTR,0,[]
14763,πενθέω,πενθοῦντες,active,INTR,0,[]
14763,παρακαλέω,παρακληθήσονται,passive,INTR,0,[]
14764,πεινάω,πεινῶντες,active,INTR,0,[]
14764,διψάω,διψῶντες,active,INTR,0,[]
14764,χορτάζω,χορτασθήσονται,passive,INTR,0,[]
14765,ἐλεέω,ἐλεηθήσονται,passive,INTR,0,[]
14766,ὁράω,ὄψονται,middle,INTR,0,[]
14767,καλέω,κληθήσονται,passive,INTR,0,[]
14768,διώκω,δεδιωγμένοι,passive,INTR,0,[]
14768,εἰμί#1,ἐστιν,active,INTR,0,[]
14769,εἰμί#1,ἐστε,active,INTR,0,[]
14769,ὀνειδίζω,ὀνειδίσωσιν,active,INTR,0,[]
14769,διώκω,διώξωσιν,active,INTR,0,[]
14769,λέγω,εἴπωσιν,active,INTR,0,[]
14769,ψεύδομαι,ψευδόμενοι,middle,INTR,0,[]
14770,χαίρω,χαίρετε,active,INTR,0,[]
14770,ἀγαλλιάω,ἀγαλλιᾶσθε,middle,INTR,0,[]
14771,διώκω,ἐδίωξαν,active,INTR,0,[]
14772,εἰμί#1,ἐστε,active,INTR,0,[]
14773,μωραίνω,μωρανθῇ,passive,INTR,0,[]
14773,ἁλίζω#2,ἁλισθήσεται,passive,INTR,0,[]
14774,ἰσχύω,ἰσχύει,active,INTR,0,[]
14774,βάλλω,βληθὲν,passive,INTR,0,[]
14774,καταπατέω,καταπατεῖσθαι,passive,INTR,0,[]
14775,εἰμί#1,ἐστε,active,INTR,0,[]
14776,δύναμαι,δύναται,middle,INTR,0,[]
14776,κρύπτω,κρυβῆναι,passive,INTR,0,[]
14776,κεῖμαι,κειμένη,middle,INTR,0,[]
14777,καίω,καίουσιν,active,INTR,0,[]
14777,τίθημι,τιθέασιν,active,INTR,0,[]
14777,λάμπω,λάμπει,active,INTR,0,[]
14778,λάμπω,λαμψάτω,active,INTR,0,[]
14778,ὁράω,ἴδωσιν,active,INTR,0,[]
14778,δοξάζω,δοξάσωσιν,active,INTR,0,[]
14779,νομίζω,νομίσητε,active,INTR,0,[]
14779,ἔρχομαι,ἦλθον,active,INTR,0,[]
14779,καταλύω,καταλῦσαι,active,INTR,0,[]
14780,ἔρχομαι,ἦλθον,active,INTR,0,[]
14780,καταλύω,καταλῦσαι,active,INTR,0,[]
14780,πληρόω,πληρῶσαι,active,INTR,0,[]
14781,λέγω,λέγω,active,INTR,0,[]
57381,παρέρχομαι,παρέλθῃ,active,INTR,0,[]
57381,παρέρχομαι,παρέλθῃ,active,INTR,0,[]
57381,γίγνομαι,γένηται,middle,INTR,0,[]
14782,λύω,λύσῃ,active,INTR,0,[]
14782,διδάσκω,διδάξῃ,active,INTR,0,[]
14782,καλέω,κληθήσεται,passive,INTR,0,[]
14783,ποιέω,ποιήσῃ,active,INTR,0,[]
14783,διδάσκω,διδάξῃ,active,INTR,0,[]
14783,καλέω,κληθήσεται,passive,INTR,0,[]
14784,λέγω,λέγω,active,INTR,0,[]
14784,περισσεύω,περισσεύσῃ,active,INTR,0,[]
14784,εἰσέρχομαι,εἰσέλθητε,active,INTR,0,[]
47684,ἀκούω,Ἠκούσατε,active,INTR,0,[]
47684,λέγω,ἐρρέθη,passive,INTR,0,[]
47685,φονεύω,φονεύσεις,active,INTR,0,[]
14786,φονεύω,φονεύσῃ,active,INTR,0,[]
14786,εἰμί#1,ἔσται,middle,INTR,0,[]
14787,λέγω,λέγω,active,INTR,0,[]
14787,ὀργίζω,ὀργιζόμενος,passive,INTR,0,[]
14787,εἰμί#1,ἔσται,middle,INTR,0,[]
14788,λέγω,εἴπῃ,active,INTR,0,[]
14788,εἰμί#1,ἔσται,middle,INTR,0,[]
14789,λέγω,εἴπῃ,active,INTR,0,[]
14789,εἰμί#1,ἔσται,middle,INTR,0,[]
57379,προσφέρω,προσφέρῃς,active,INTR,0,[]
57379,μιμνῄσκω,μνησθῇς,active,INTR,0,[]
57379,ἔχω,ἔχει,active,INTR,0,[]
57379,ἀφίημι,ἄφες,active,INTR,0,[]
57379,ὑπάγω,ὕπαγε,active,INTR,0,[]
57379,διαλλάσσομαι,διαλλάγηθι,passive,INTR,0,[]
57379,ἔρχομαι,ἐλθὼν,active,INTR,0,[]
57379,προσφέρω,πρόσφερε,active,INTR,0,[]
14791,εἰμί#1,ἴσθι,active,INTR,0,[]
14791,εὐνοέω,εὐνοῶν,active,INTR,0,[]
14791,εἰμί#1,εἶ,active,INTR,0,[]
14791,παραδίδωμι,παραδῷ,active,INTR,0,[]
14791,βάλλω,βληθήσῃ,passive,INTR,0,[]
47686,λέγω,λέγω,active,INTR,0,[]
47687,ἐξέρχομαι,ἐξέλθῃς,active,INTR,0,[]
47687,ἀποδίδωμι,ἀποδῷς,active,INTR,0,[]
47688,ἀκούω,Ἠκούσατε,active,INTR,0,[]
47688,λέγω,ἐρρέθη,passive,INTR,0,[]
47689,μοιχεύω,μοιχεύσεις,active,INTR,0,[]
14794,λέγω,λέγω,active,INTR,0,[]
14794,βλέπω,βλέπων,active,INTR,0,[]
14794,ἐπιθυμέω,ἐπιθυμῆσαι,active,INTR,0,[]
14794,μοιχεύω,ἐμοίχευσεν,active,INTR,0,[]
14795,σκανδαλίζω,σκανδαλίζει,active,INTR,0,[]
14795,ἐξαιρέω,ἔξελε,active,INTR,0,[]
14795,βάλλω,βάλε,active,INTR,0,[]
14796,συμφέρω,συμφέρει,active,INTR,0,[]
14796,ἀπόλλυμι,ἀπόληται,middle,INTR,0,[]
14796,βάλλω,βληθῇ,passive,INTR,0,[]
14797,σκανδαλίζω,σκανδαλίζει,active,INTR,0,[]
14797,ἐκκόπτω,ἔκκοψον,active,INTR,0,[]
14797,βάλλω,βάλε,active,INTR,0,[]
14798,συμφέρω,συμφέρει,active,INTR,0,[]
14798,ἀπόλλυμι,ἀπόληται,middle,INTR,0,[]
14798,ἀπέρχομαι,ἀπέλθῃ,active,INTR,0,[]
47690,λέγω,Ἐρρέθη,passive,INTR,0,[]
47691,ἀπολύω,ἀπολύσῃ,active,INTR,0,[]
47691,δίδωμι,δότω,active,INTR,0,[]
14800,λέγω,λέγω,active,INTR,0,[]
14800,ἀπολύω,ἀπολύων,active,INTR,0,[]
14800,ποιέω,ποιεῖ,active,INTR,0,[]
14800,μοιχεύω,μοιχευθῆναι,passive,INTR,0,[]
14800,ἀπολύω,ἀπολελυμένην,passive,INTR,0,[]
14800,γαμέω,γαμήσῃ,active,INTR,0,[]
14800,μοιχάω,μοιχᾶται,middle,INTR,0,[]
47692,ἀκούω,ἠκούσατε,active,INTR,0,[]
47692,λέγω,ἐρρέθη,passive,INTR,0,[]
47693,ἐπιορκέω,ἐπιορκήσεις,active,INTR,0,[]
47694,ἀποδίδωμι,ἀποδώσεις,active,INTR,0,[]
14802,λέγω,λέγω,active,INTR,0,[]
14802,ὄμνυμι,ὀμόσαι,active,INTR,0,[]
14803,εἰμί#1,ἐστὶν,active,INTR,0,[]
14804,εἰμί#1,ἐστιν,active,INTR,0,[]
14805,εἰμί#1,ἐστὶν,active,INTR,0,[]
14806,ὄμνυμι,ὀμόσῃς,active,INTR,0,[]
14806,δύναμαι,δύνασαι,middle,INTR,0,[]
